sample_id,step,topk_rank,chunk_id,importance
local_01,0,1,0,0.6034663319587708
local_01,0,2,13,0.27503806352615356
local_01,0,3,12,0.01799580454826355
local_01,1,1,0,0.6310760974884033
local_01,1,2,13,0.26230233907699585
local_01,1,3,12,0.016433829441666603
local_01,2,1,0,0.6211137771606445
local_01,2,2,13,0.25016188621520996
local_01,2,3,14,0.029421400278806686
local_01,3,1,0,0.6056315302848816
local_01,3,2,13,0.2293378710746765
local_01,3,3,14,0.050988078117370605
local_01,4,1,0,0.6029342412948608
local_01,4,2,13,0.21220886707305908
local_01,4,3,14,0.06487242877483368
local_01,5,1,0,0.5941752791404724
local_01,5,2,13,0.191308856010437
local_01,5,3,14,0.0738544762134552
local_01,6,1,0,0.6234058737754822
local_01,6,2,13,0.14012135565280914
local_01,6,3,14,0.09448804706335068
local_01,7,1,0,0.5976932048797607
local_01,7,2,13,0.15754657983779907
local_01,7,3,14,0.12466971576213837
local_01,8,1,0,0.6170557141304016
local_01,8,2,13,0.16456986963748932
local_01,8,3,14,0.11141520738601685
local_01,9,1,0,0.7131975889205933
local_01,9,2,13,0.10091636329889297
local_01,9,3,14,0.0937102735042572
local_01,10,1,0,0.6015760898590088
local_01,10,2,13,0.1558428555727005
local_01,10,3,14,0.12768447399139404
local_01,11,1,0,0.6231595277786255
local_01,11,2,13,0.14234775304794312
local_01,11,3,14,0.11733800172805786
local_01,12,1,0,0.6089999675750732
local_01,12,2,13,0.14635944366455078
local_01,12,3,14,0.12914179265499115
local_01,13,1,0,0.5840733647346497
local_01,13,2,13,0.20938518643379211
local_01,13,3,14,0.10481038689613342
local_01,14,1,0,0.669248640537262
local_01,14,2,13,0.16151496767997742
local_01,14,3,14,0.08726310729980469
local_01,15,1,0,0.6492729187011719
local_01,15,2,13,0.17309337854385376
local_01,15,3,14,0.09274916350841522
local_02,0,1,0,0.6049388647079468
local_02,0,2,13,0.2719610929489136
local_02,0,3,12,0.02007756009697914
local_02,1,1,0,0.6314564347267151
local_02,1,2,13,0.2591274380683899
local_02,1,3,12,0.01722235232591629
local_02,2,1,0,0.6141898036003113
local_02,2,2,13,0.28119537234306335
local_02,2,3,12,0.017001716420054436
local_02,3,1,0,0.6100640892982483
local_02,3,2,13,0.28459858894348145
local_02,3,3,12,0.01889777183532715
local_02,4,1,0,0.6121827960014343
local_02,4,2,13,0.24743573367595673
local_02,4,3,14,0.02897832728922367
local_02,5,1,0,0.620305597782135
local_02,5,2,13,0.20331436395645142
local_02,5,3,14,0.06500303745269775
local_02,6,1,0,0.6136663556098938
local_02,6,2,13,0.19579510390758514
local_02,6,3,14,0.07812228798866272
local_02,7,1,0,0.6271180510520935
local_02,7,2,13,0.16549783945083618
local_02,7,3,14,0.10063430666923523
local_02,8,1,0,0.6549570560455322
local_02,8,2,13,0.14173302054405212
local_02,8,3,14,0.11216515302658081
local_02,9,1,0,0.6421788334846497
local_02,9,2,13,0.14824840426445007
local_02,9,3,14,0.11659771203994751
local_02,10,1,0,0.6346935629844666
local_02,10,2,13,0.13870404660701752
local_02,10,3,14,0.11302811652421951
local_02,11,1,0,0.6428141593933105
local_02,11,2,13,0.12818966805934906
local_02,11,3,14,0.07681101560592651
local_02,12,1,0,0.6298011541366577
local_02,12,2,13,0.13420426845550537
local_02,12,3,14,0.13049685955047607
local_02,13,1,0,0.595484733581543
local_02,13,2,13,0.1635509431362152
local_02,13,3,14,0.14095130562782288
local_02,14,1,0,0.581189751625061
local_02,14,2,13,0.23124435544013977
local_02,14,3,14,0.08225144445896149
local_02,15,1,0,0.6722639203071594
local_02,15,2,13,0.16705186665058136
local_02,15,3,14,0.07857447117567062
local_03,0,1,0,0.6030630469322205
local_03,0,2,13,0.27672120928764343
local_03,0,3,12,0.021583808586001396
local_03,1,1,0,0.6304073333740234
local_03,1,2,13,0.2628348767757416
local_03,1,3,12,0.020339038223028183
local_03,2,1,0,0.6190763711929321
local_03,2,2,13,0.27790412306785583
local_03,2,3,12,0.019048601388931274
