sample_id,step,hot_set_overlap,churn_rate,spearman_rank_corr
local_01,0,nan,nan,nan
local_01,1,1.0,0.0,0.9780219780219781
local_01,2,0.5,0.5,0.7178571428571427
local_01,3,1.0,0.0,0.9892857142857142
local_01,4,1.0,0.0,0.9892857142857142
local_01,5,1.0,0.0,0.9749999999999999
local_01,6,1.0,0.0,0.9785714285714284
local_01,7,1.0,0.0,0.9678571428571429
local_01,8,1.0,0.0,0.9642857142857141
local_01,9,1.0,0.0,0.9428571428571427
local_01,10,1.0,0.0,0.9678571428571429
local_01,11,1.0,0.0,0.9892857142857142
local_01,12,1.0,0.0,0.9857142857142854
local_01,13,1.0,0.0,0.9785714285714284
local_01,14,1.0,0.0,0.982142857142857
local_01,15,1.0,0.0,0.9928571428571428
local_02,0,nan,nan,nan
local_02,1,1.0,0.0,0.9912087912087912
local_02,2,1.0,0.0,0.9956043956043955
local_02,3,1.0,0.0,0.9912087912087912
local_02,4,0.5,0.5,0.7178571428571427
local_02,5,1.0,0.0,1.0
local_02,6,1.0,0.0,0.9714285714285713
local_02,7,1.0,0.0,0.9964285714285712
local_02,8,1.0,0.0,0.9892857142857142
local_02,9,1.0,0.0,0.9964285714285712
local_02,10,1.0,0.0,0.9857142857142854
local_02,11,1.0,0.0,0.9928571428571428
local_02,12,1.0,0.0,0.9928571428571428
local_02,13,1.0,0.0,0.9607142857142855
local_02,14,1.0,0.0,0.9857142857142854
local_02,15,1.0,0.0,0.9607142857142855
local_03,0,nan,nan,nan
local_03,1,1.0,0.0,0.9956043956043955
local_03,2,1.0,0.0,0.9736263736263736
local_03,3,1.0,0.0,0.9604395604395607
local_03,4,0.5,0.5,0.7142857142857142
local_03,5,1.0,0.0,0.9892857142857142
local_03,6,1.0,0.0,0.982142857142857
local_03,7,1.0,0.0,0.982142857142857
local_03,8,1.0,0.0,0.9892857142857142
local_03,9,1.0,0.0,0.9857142857142854
local_03,10,1.0,0.0,0.9607142857142855
local_03,11,1.0,0.0,0.982142857142857
local_03,12,1.0,0.0,0.9892857142857142
local_03,13,1.0,0.0,0.9785714285714284
local_03,14,1.0,0.0,0.9892857142857142
local_03,15,1.0,0.0,0.982142857142857
local_04,0,nan,nan,nan
local_04,1,1.0,0.0,0.9824175824175824
local_04,2,1.0,0.0,0.9912087912087912
local_04,3,1.0,0.0,1.0
local_04,4,1.0,0.0,0.9956043956043955
local_04,5,1.0,0.0,1.0
local_04,6,1.0,0.0,0.9868131868131869
local_04,7,1.0,0.0,0.9648351648351648
local_04,8,1.0,0.0,0.9648351648351648
local_04,9,1.0,0.0,0.9956043956043955
local_04,10,1.0,0.0,0.9648351648351648
local_04,11,1.0,0.0,0.9648351648351648
local_04,12,1.0,0.0,1.0
local_04,13,1.0,0.0,0.9868131868131869
local_04,14,1.0,0.0,0.9604395604395607
local_04,15,1.0,0.0,0.9868131868131869
local_05,0,nan,nan,nan
local_05,1,1.0,0.0,0.9692307692307693
local_05,2,1.0,0.0,0.9956043956043955
local_05,3,1.0,0.0,0.9472527472527472
local_05,4,0.5,0.5,0.7178571428571427
local_05,5,1.0,0.0,0.9714285714285713
local_05,6,1.0,0.0,0.9964285714285712
local_05,7,1.0,0.0,0.9749999999999999
local_05,8,1.0,0.0,0.9857142857142854
local_05,9,1.0,0.0,0.9749999999999999
local_05,10,1.0,0.0,0.9714285714285713
local_05,11,1.0,0.0,0.9857142857142854
local_05,12,1.0,0.0,0.9928571428571428
local_05,13,1.0,0.0,0.9857142857142854
local_05,14,1.0,0.0,0.95
local_05,15,1.0,0.0,0.9928571428571428
local_06,0,nan,nan,nan
local_06,1,1.0,0.0,0.9472527472527472
local_06,2,1.0,0.0,0.9868131868131869
local_06,3,1.0,0.0,0.9956043956043955
local_06,4,1.0,0.0,0.9824175824175824
local_06,5,1.0,0.0,0.9824175824175824
local_06,6,0.5,0.5,0.7035714285714285
local_06,7,1.0,0.0,0.9785714285714284
local_06,8,1.0,0.0,0.9857142857142854
local_06,9,1.0,0.0,0.9964285714285712
local_06,10,1.0,0.0,0.9785714285714284
local_06,11,1.0,0.0,0.9928571428571428
local_06,12,1.0,0.0,0.9571428571428571
local_06,13,1.0,0.0,0.9892857142857142
local_06,14,1.0,0.0,0.982142857142857
local_06,15,1.0,0.0,0.9892857142857142
local_07,0,nan,nan,nan
local_07,1,1.0,0.0,0.9208791208791209
local_07,2,1.0,0.0,0.9868131868131869
local_07,3,0.5,0.5,0.6642857142857141
local_07,4,1.0,0.0,0.9964285714285712
local_07,5,1.0,0.0,0.9928571428571428
local_07,6,1.0,0.0,0.9928571428571428
local_07,7,1.0,0.0,0.9714285714285713
local_07,8,1.0,0.0,0.9642857142857141
local_07,9,1.0,0.0,0.982142857142857
local_07,10,1.0,0.0,0.9857142857142854
local_07,11,1.0,0.0,0.9678571428571429
local_07,12,1.0,0.0,0.9928571428571428
local_07,13,1.0,0.0,0.982142857142857
local_07,14,1.0,0.0,0.9392857142857142
local_07,15,1.0,0.0,0.9107142857142855
local_08,0,nan,nan,nan
local_08,1,1.0,0.0,0.9868131868131869
local_08,2,1.0,0.0,0.9868131868131869
local_08,3,0.5,0.5,0.7107142857142856
local_08,4,1.0,0.0,0.9928571428571428
local_08,5,1.0,0.0,0.9928571428571428
local_08,6,1.0,0.0,0.9928571428571428
local_08,7,1.0,0.0,0.9964285714285712
local_08,8,1.0,0.0,0.9785714285714284
local_08,9,1.0,0.0,0.9892857142857142
local_08,10,1.0,0.0,0.9857142857142854
local_08,11,1.0,0.0,0.982142857142857
local_08,12,1.0,0.0,0.9964285714285712
local_08,13,1.0,0.0,1.0
local_08,14,1.0,0.0,0.9857142857142854
local_08,15,1.0,0.0,0.9749999999999999
local_09,0,nan,nan,nan
local_09,1,1.0,0.0,1.0
local_09,2,0.5,0.5,0.7071428571428571
local_09,3,1.0,0.0,0.9678571428571429
local_09,4,1.0,0.0,0.9785714285714284
local_09,5,1.0,0.0,0.9785714285714284
local_09,6,1.0,0.0,0.9607142857142855
local_09,7,1.0,0.0,0.9964285714285712
local_09,8,1.0,0.0,0.9928571428571428
local_09,9,1.0,0.0,0.9571428571428571
local_09,10,1.0,0.0,0.9714285714285713
local_09,11,1.0,0.0,0.9857142857142854
local_09,12,1.0,0.0,0.9428571428571427
local_09,13,1.0,0.0,0.9785714285714284
local_09,14,1.0,0.0,0.95
local_09,15,1.0,0.0,0.9928571428571428
local_10,0,nan,nan,nan
local_10,1,1.0,0.0,0.9780219780219781
local_10,2,1.0,0.0,0.9956043956043955
local_10,3,1.0,0.0,0.9868131868131869
local_10,4,1.0,0.0,0.9956043956043955
local_10,5,0.5,0.5,0.7214285714285712
local_10,6,1.0,0.0,0.9642857142857141
local_10,7,1.0,0.0,0.9749999999999999
local_10,8,1.0,0.0,0.9535714285714283
local_10,9,1.0,0.0,0.9857142857142854
local_10,10,1.0,0.0,0.982142857142857
local_10,11,1.0,0.0,0.9785714285714284
local_10,12,1.0,0.0,0.9857142857142854
local_10,13,1.0,0.0,0.9928571428571428
local_10,14,1.0,0.0,0.9928571428571428
local_10,15,1.0,0.0,0.9642857142857141
early_recall_01,0,nan,nan,nan
early_recall_01,1,0.5,0.5,0.9692307692307693
early_recall_01,2,1.0,0.0,0.9956043956043955
early_recall_01,3,1.0,0.0,0.9956043956043955
early_recall_01,4,1.0,0.0,0.9956043956043955
early_recall_01,5,1.0,0.0,0.9736263736263736
early_recall_01,6,1.0,0.0,0.9824175824175824
early_recall_01,7,1.0,0.0,0.9736263736263736
early_recall_01,8,1.0,0.0,0.9912087912087912
early_recall_01,9,1.0,0.0,0.9780219780219781
early_recall_01,10,1.0,0.0,0.9824175824175824
early_recall_01,11,1.0,0.0,0.9824175824175824
early_recall_01,12,1.0,0.0,0.9912087912087912
early_recall_01,13,1.0,0.0,0.9692307692307693
early_recall_01,14,0.5,0.5,0.9912087912087912
early_recall_01,15,1.0,0.0,0.9868131868131869
early_recall_02,0,nan,nan,nan
early_recall_02,1,0.5,0.5,0.9824175824175824
early_recall_02,2,1.0,0.0,0.9868131868131869
early_recall_02,3,1.0,0.0,0.9824175824175824
early_recall_02,4,1.0,0.0,0.956043956043956
early_recall_02,5,1.0,0.0,0.9296703296703297
early_recall_02,6,1.0,0.0,0.9692307692307693
early_recall_02,7,1.0,0.0,0.9604395604395607
early_recall_02,8,1.0,0.0,0.9912087912087912
early_recall_02,9,1.0,0.0,0.9956043956043955
early_recall_02,10,1.0,0.0,0.9912087912087912
early_recall_02,11,1.0,0.0,0.9604395604395607
early_recall_02,12,1.0,0.0,0.9824175824175824
early_recall_02,13,1.0,0.0,0.9076923076923077
early_recall_02,14,0.5,0.5,0.9824175824175824
early_recall_02,15,1.0,0.0,0.9956043956043955
early_recall_03,0,nan,nan,nan
early_recall_03,1,1.0,0.0,0.9384615384615385
early_recall_03,2,1.0,0.0,0.9824175824175824
early_recall_03,3,0.5,0.5,0.956043956043956
early_recall_03,4,1.0,0.0,0.9296703296703297
early_recall_03,5,0.5,0.5,0.9780219780219781
early_recall_03,6,1.0,0.0,0.9912087912087912
early_recall_03,7,1.0,0.0,1.0
early_recall_03,8,1.0,0.0,0.9912087912087912
early_recall_03,9,0.5,0.5,0.9824175824175824
early_recall_03,10,0.5,0.5,0.9736263736263736
early_recall_03,11,1.0,0.0,0.9780219780219781
early_recall_03,12,1.0,0.0,0.9956043956043955
early_recall_03,13,1.0,0.0,0.9472527472527472
early_recall_03,14,1.0,0.0,0.9824175824175824
early_recall_03,15,1.0,0.0,0.7392857142857142
early_recall_04,0,nan,nan,nan
early_recall_04,1,0.5,0.5,0.9296703296703297
early_recall_04,2,1.0,0.0,0.9912087912087912
early_recall_04,3,1.0,0.0,0.9780219780219781
early_recall_04,4,1.0,0.0,0.956043956043956
early_recall_04,5,1.0,0.0,0.9956043956043955
early_recall_04,6,1.0,0.0,0.9824175824175824
early_recall_04,7,1.0,0.0,0.9824175824175824
early_recall_04,8,0.5,0.5,0.9648351648351648
early_recall_04,9,0.5,0.5,0.9648351648351648
early_recall_04,10,1.0,0.0,0.9516483516483516
early_recall_04,11,1.0,0.0,0.9516483516483516
early_recall_04,12,1.0,0.0,0.9868131868131869
