sample_id,step,chunk_id,token_start,token_end,importance
comparison_01,0,4,256,319,0.013935189694166183
comparison_01,0,5,320,383,0.034353360533714294
comparison_01,0,6,384,447,0.008242396637797356
comparison_01,0,7,448,511,0.0067277709022164345
comparison_01,0,8,512,575,0.005956103093922138
comparison_01,0,9,576,639,0.010723959654569626
comparison_01,0,10,640,703,0.22740709781646729
comparison_01,0,11,704,712,0.3490946292877197
comparison_01,1,0,0,63,0.33065393567085266
comparison_01,1,1,64,127,0.01874716952443123
comparison_01,1,2,128,191,0.0158328115940094
comparison_01,1,3,192,255,0.02946767397224903
comparison_01,1,4,256,319,0.01686304435133934
comparison_01,1,5,320,383,0.04671149700880051
comparison_01,1,6,384,447,0.007538722828030586
comparison_01,1,7,448,511,0.007591444067656994
comparison_01,1,8,512,575,0.005675470922142267
comparison_01,1,9,576,639,0.009716195054352283
comparison_01,1,10,640,703,0.22914139926433563
comparison_01,1,11,704,713,0.2820606231689453
comparison_01,2,0,0,63,0.3559613823890686
comparison_01,2,1,64,127,0.011528567411005497
comparison_01,2,2,128,191,0.01636040210723877
comparison_01,2,3,192,255,0.020077453926205635
comparison_01,2,4,256,319,0.014168232679367065
comparison_01,2,5,320,383,0.05392468348145485
comparison_01,2,6,384,447,0.006272065918892622
comparison_01,2,7,448,511,0.005348349921405315
comparison_01,2,8,512,575,0.005486269481480122
comparison_01,2,9,576,639,0.009681923314929008
comparison_01,2,10,640,703,0.19338977336883545
comparison_01,2,11,704,714,0.307800829410553
comparison_01,3,0,0,63,0.34442150592803955
comparison_01,3,1,64,127,0.01696815900504589
comparison_01,3,2,128,191,0.015216345898807049
comparison_01,3,3,192,255,0.01922188699245453
comparison_01,3,4,256,319,0.014512158930301666
comparison_01,3,5,320,383,0.024048136547207832
comparison_01,3,6,384,447,0.007908210158348083
comparison_01,3,7,448,511,0.007342206779867411
comparison_01,3,8,512,575,0.00745056476444006
comparison_01,3,9,576,639,0.01395847275853157
comparison_01,3,10,640,703,0.19887977838516235
comparison_01,3,11,704,715,0.3300725221633911
