sample_id,step,sink_mass,recent_mass,cold_mass
local_001,0,0.3031349778175354,0.6968650221824646,0.0
local_001,1,0.331050843000412,0.6689491271972656,0.0
local_001,2,0.3341650366783142,0.6658349633216858,0.0
local_001,3,0.32170289754867554,0.6782970428466797,0.0
local_001,4,0.327570378780365,0.6724296808242798,0.0
local_001,5,0.3201100826263428,0.6798898577690125,0.0
local_001,6,0.34004923701286316,0.6599507331848145,0.0
local_001,7,0.37255772948265076,0.6274422407150269,0.0
local_001,8,0.46693363785743713,0.5330663919448853,0.0
local_001,9,0.3469012379646301,0.6530987024307251,0.0
local_001,10,0.34829509258270264,0.6517049074172974,0.0
local_001,11,0.3320974111557007,0.6679025292396545,0.0
local_001,12,0.43102318048477173,0.5689768195152283,0.0
local_001,13,0.3537915349006653,0.6462084054946899,0.0
local_001,14,0.4682767987251282,0.5317232012748718,0.0
local_001,15,0.3258073925971985,0.6741926074028015,0.0
local_002,0,0.3082091808319092,0.691790759563446,0.0
local_002,1,0.3358297049999237,0.6641703248023987,0.0
local_002,2,0.3209697902202606,0.6790302991867065,0.0
local_002,3,0.3368276059627533,0.6631724834442139,0.0
local_002,4,0.3597606420516968,0.6402393579483032,0.0
local_002,5,0.32605716586112976,0.6739428639411926,0.0
local_002,6,0.3910212814807892,0.6089787483215332,0.0
local_002,7,0.4219520390033722,0.5780481100082397,0.0
local_002,8,0.3270035982131958,0.6729963421821594,0.0
local_002,9,0.3447924852371216,0.655207633972168,0.0
local_002,10,0.4378061592578888,0.562193751335144,0.0
local_002,11,0.37680894136428833,0.6231911182403564,0.0
local_002,12,0.32968947291374207,0.6703104972839355,0.0
local_002,13,0.3642806112766266,0.6357194185256958,0.0
local_002,14,0.4090549051761627,0.5909450650215149,0.0
local_002,15,0.3555039167404175,0.6444960832595825,0.0
long_001,0,0.2919990122318268,0.7080009579658508,0.0
long_001,1,0.313088983297348,0.6869111061096191,0.0
long_001,2,0.333419531583786,0.6665805578231812,0.0
long_001,3,0.37502118945121765,0.6249788403511047,0.0
long_001,4,0.3269217014312744,0.6730782985687256,0.0
long_001,5,0.32868045568466187,0.6713194847106934,0.0
long_001,6,0.32633113861083984,0.6736689805984497,0.0
long_001,7,0.38461968302726746,0.6153802871704102,0.0
long_001,8,0.32008397579193115,0.6799160838127136,0.0
long_001,9,0.30575162172317505,0.694248378276825,0.0
long_001,10,0.3393164873123169,0.6606835126876831,0.0
long_001,11,0.33731144666671753,0.6626884937286377,0.0
long_001,12,0.32895973324775696,0.6710401773452759,0.0
long_001,13,0.4399350583553314,0.5600647926330566,0.0
long_001,14,0.3213450610637665,0.6786548495292664,0.0
long_001,15,0.4130796790122986,0.5869203805923462,0.0
long_002,0,0.2757093608379364,0.7242906093597412,0.0
long_002,1,0.3015097975730896,0.6984902620315552,0.0
long_002,2,0.318848192691803,0.6811518669128418,0.0
long_002,3,0.28317898511886597,0.7168210744857788,0.0
long_002,4,0.2483830600976944,0.7516169548034668,0.0
long_002,5,0.30457213521003723,0.6954278349876404,0.0
long_002,6,0.3740765452384949,0.6259235143661499,0.0
long_002,7,0.381469190120697,0.6185307502746582,0.0
long_002,8,0.3776036500930786,0.6223963499069214,0.0
long_002,9,0.3758518099784851,0.6241481900215149,0.0
long_002,10,0.3785548508167267,0.6214450597763062,0.0
long_002,11,0.3647661805152893,0.6352338790893555,0.0
long_002,12,0.31359803676605225,0.6864018440246582,0.0
long_002,13,0.32125356793403625,0.6787464022636414,0.0
long_002,14,0.32643386721611023,0.6735661029815674,0.0
long_002,15,0.28458744287490845,0.7154124975204468,0.0
