sample_id,step,sink_mass,recent_mass,cold_mass
local_01,0,0.19350719451904297,0.5896819829940796,0.21681079268455505
local_01,1,0.19741660356521606,0.593403160572052,0.20918025076389313
local_01,2,0.194491446018219,0.5952826142311096,0.21022599935531616
local_01,3,0.1820690631866455,0.5842798948287964,0.23365098237991333
local_01,4,0.19090205430984497,0.5746030807495117,0.2344948798418045
local_01,5,0.18515104055404663,0.5653026103973389,0.2495463639497757
local_01,6,0.21011005342006683,0.5513579249382019,0.23853202164173126
local_01,7,0.20496080815792084,0.5677683353424072,0.22727090120315552
local_01,8,0.203839972615242,0.5802466869354248,0.2159133404493332
local_01,9,0.18867303431034088,0.5827643871307373,0.22856253385543823
local_01,10,0.19416968524456024,0.5694728493690491,0.23635748028755188
local_01,11,0.20945492386817932,0.5591924786567688,0.23135262727737427
local_01,12,0.16104276478290558,0.6410719156265259,0.19788530468940735
local_01,13,0.17904774844646454,0.6506777405738831,0.17027446627616882
local_01,14,0.2415309101343155,0.5815896987915039,0.17687943577766418
local_01,15,0.31261518597602844,0.5027794241905212,0.18460530042648315
local_02,0,0.19578953087329865,0.5877248048782349,0.21648570895195007
local_02,1,0.2060982882976532,0.5900845527648926,0.20381712913513184
local_02,2,0.19673755764961243,0.5962126851081848,0.20704978704452515
local_02,3,0.20356044173240662,0.5794886350631714,0.216950923204422
local_02,4,0.23844271898269653,0.5375823974609375,0.2239747941493988
local_02,5,0.19086477160453796,0.5915213823318481,0.21761390566825867
local_02,6,0.19550050795078278,0.5851025581359863,0.21939697861671448
local_02,7,0.18569499254226685,0.5774421691894531,0.23686277866363525
local_02,8,0.20065169036388397,0.5657204389572144,0.23362797498703003
local_02,9,0.19822731614112854,0.5825681686401367,0.21920454502105713
local_02,10,0.20988522469997406,0.5794633030891418,0.21065139770507812
local_02,11,0.2008805125951767,0.5882101058959961,0.21090948581695557
local_02,12,0.19860146939754486,0.5885473489761353,0.2128511220216751
local_02,13,0.19724303483963013,0.5834678411483765,0.21928903460502625
local_02,14,0.20828154683113098,0.5715325474739075,0.2201859951019287
local_02,15,0.22463470697402954,0.5679892301559448,0.20737609267234802
local_03,0,0.19438205659389496,0.5889229774475098,0.2166948914527893
local_03,1,0.20889118313789368,0.5866851806640625,0.20442363619804382
local_03,2,0.1942390352487564,0.6006770730018616,0.2050839066505432
local_03,3,0.2013213187456131,0.5851048231124878,0.21357393264770508
local_03,4,0.2099917232990265,0.5658971071243286,0.22411122918128967
local_03,5,0.29654815793037415,0.4998711347579956,0.20358061790466309
local_03,6,0.22072964906692505,0.5331259965896606,0.24614442884922028
local_03,7,0.1951441913843155,0.5795267820358276,0.22532902657985687
local_03,8,0.19488947093486786,0.5851396322250366,0.21997082233428955
local_03,9,0.18835005164146423,0.568153440952301,0.24349650740623474
local_03,10,0.20198270678520203,0.5567456483840942,0.24127154052257538
local_03,11,0.1978609561920166,0.575924813747406,0.22621431946754456
local_03,12,0.20579074323177338,0.5691909193992615,0.22501830756664276
local_03,13,0.19059939682483673,0.5742219686508179,0.2351786345243454
local_03,14,0.20483706891536713,0.5660250186920166,0.22913797199726105
local_03,15,0.19594110548496246,0.5382773876190186,0.2657814919948578
local_04,0,0.1972687691450119,0.594255268573761,0.20847591757774353
local_04,1,0.20067934691905975,0.5931259989738464,0.20619460940361023
local_04,2,0.19351130723953247,0.5945538282394409,0.2119348645210266
local_04,3,0.1851430982351303,0.5741510391235352,0.24070587754249573
local_04,4,0.1995103806257248,0.5753110647201538,0.2251785397529602
local_04,5,0.22246047854423523,0.5676367282867432,0.20990267395973206
local_04,6,0.2095842957496643,0.5616830587387085,0.22873260080814362
local_04,7,0.26380178332328796,0.5364651679992676,0.19973301887512207
local_04,8,0.2891403138637543,0.49623212218284607,0.21462765336036682
local_04,9,0.2790248990058899,0.5243406295776367,0.196634441614151
local_04,10,0.2099817991256714,0.5679692625999451,0.22204884886741638
